2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200
15,16,17,18,19,17,16,17,18,19,20,18,17,16,17,18,19,19,18,17,18,19,18,19,15,16,17,18,19,20,16,17,18,19,20,19,17,16,17,18,19,20,18,17,18,19,20,21,19,18,17,18,19,20,20,19,18,19,20,19,20,16,17,18,19,20,21,17,18,19,20,21,20,18,17,18,19,20,21,19,18,19,20,21,22,20,19,18,19,20,21,21,20,19,20,21,20,21,17,18,14,15,16,17,18,19,15,16,17,18,19,18,16,15,16,17,18,19,17,16,17,18,19,20,18,17,16,17,18,19,19,18,17,18,19,18,19,15,16,17,18,19,20,16,17,18,19,20,19,17,16,17,18,19,20,18,17,18,19,20,21,19,18,17,18,19,20,20,19,18,19,20,19,20,16,17,18,19,20,21,17,18,19,20,21,20,18,17,18,19,20,21,19,18,19,20,21,22,20,19,18
0.0030493214613992238,0.0030606547734102207,0.00313640718712751,0.0033268833113851313,0.0030247080107743685,0.0030495995794854736,0.003057317356376288,0.003055301000251731,0.003102442015855367,0.003079253920422076,0.003090378643868341,0.003079671097551362,0.0030879798753753462,0.00308008827468047,0.003139675074639925,0.003126533995068925,0.0031169736858572606,0.003101433837793266,0.0030705279654688056,0.00307880197853212,0.0031752046601466687,0.0032080573590739904,0.003072509556832692,0.0030732743815697463,0.0031091863794447507,0.003059333712501022,0.0030864154611407457,0.003129558529255938,0.003072127144464254,0.0034942756344916504,0.0031760737791659112,0.0031848692636406994,0.003967667381893669,0.0035912345522786993,0.003155423511268651,0.0031377630127975564,0.0031497568552632414,0.003303034685497153,0.0032179305511327526,0.003246507184485559,0.0031178775696373505,0.0031563273950487416,0.0031100902632248406,0.0031285155864329895,0.0031119327955455136,0.0030971230074577248,0.003567837868280499,0.003104215018654699,0.0031091168499232324,0.0031245524037050386,0.003110403146071761,0.0031661658223464785,0.003147253792487703,0.0031551453931824014,0.0031266382893512914,0.0031560492769624913,0.0034917378069554417,0.003181149434238151,0.0031637322890926355,0.003140127016530059,0.0031344255957636235,0.0031433949040422958,0.0031316096501413427,0.0031697465927058134,0.0031360595395197423,0.003215914195008196,0.0031561883360057053,0.0031549020398569994,0.0037516043937095844,0.003225613563262719,0.0031779163114867615,0.003146523732511497,0.0031567445721778498,0.0031632455824418316,0.0031411004298314894,0.0031596300473218262,0.003293682964850042,0.0031701985345957695,0.0032421615893893476,0.00332820437229433,0.0033878607017753027,0.0031776034286398413,0.0031886238578037406,0.003403574373643359,0.0031569879255032517,0.0031656443509348263,0.003175760896318991,0.003222519499554366,0.0031676259422988907,0.00317955025524288,0.003222171851946598,0.0031988794622307636,0.003224709679482807,0.0032127506017779694,0.003210073715198725,0.0032654539791050043,0.003659999249081203,0.003364603076820494,0.0033771531554583232,0.003384870932349138,0.003460275698458837,0.0034936498687978103,0.003503801178942645,0.0033041819226024673,0.0032601002059465143,0.0034879832127924005,0.0032658363914734425,0.0032522781347731566,0.00323646016862309,0.003488435154682179,0.0032013825250063023,0.0032045113534756807,0.0031947424556992843,0.003270981576067378,0.003471643775230504,0.0031991228155563434,0.0032848527156145836,0.004010080390032833,0.003278351705350602,0.003246681008289265,0.0034524188625248086,0.0036192549494590055,0.003475467898915241,0.003264098153434958,0.0033058506311196114,0.0033805948667744445,0.00325057466149552,0.004674747851190197,0.003936066214354028,0.0032679222771196947,0.0033613699540687493,0.0032673312761867025,0.0032668098047750503,0.0034477951493425254,0.00328742530791164,0.0033231982467436085,0.003588835783785349,0.0033131512308809618,0.0032839488318344933,0.004396734059314155,0.0035193757917674874,0.0032747014054697486,0.003544858361411762,0.004065877831068221,0.0033347053825583117,0.0033127688185125236,0.0032603435592719167,0.0032883987212130707,0.0032850960689399856,0.0032487321291746695,0.0033134293489672116,0.0032840183613560116,0.0032527996061848087,0.0032836011842267256,0.0033689139071558572,0.0034347931288145617,0.0034285354718759818,0.003318365944996593,0.004255032894416644,0.003352261586747218,0.003389286056967045,0.003318053062149673,0.0033286910789451342,0.0032883291916915524,0.0032632290344157154,0.0032559284346540098,0.0037180911643275747,0.0036395575697484974,0.0038636164529098236,0.0033485765221056953,0.003878982477170112,0.0033001839751140238,0.003333766734017729,0.0033565376523217337,0.0033582063608388777,0.0033118996994932815,0.0033198260649488277,0.003304251452124163,0.0033342882054292035,0.0033552165914123577,0.0036190463608942736,0.0033333495568882653,0.003327161429471559,0.003344543809856404,0.003355147061891017,0.003330290257940405,0.0033279957837297758,0.0033874782894066867,0.0033923453559147275,0.0033663760796194707,0.003387617348450078,0.0034090672058450623,0.0037738190758414445,0.003611154760199753,0.0033869220532345423,0.003340372038563899,0.003415742039912928,0.0034159853932383298,0.003530013808563126,0.0034789791397528804,0.003395404654862233
