5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250
1,1,2,2,1,2,2,3,3,1,2,2,3,3,2,3,3,4,4,2,3,3,4,4,3,4,4,5,5,3,4,4,5,5,4,5,5,6,6,4,5,5,6,6,5,6,6,7,7,5
8.908894443148936e-06,1.3301759445070299e-05,2.0322132485524077e-05,3.2433302350634376e-05,3.70314414180661e-05,2.229276351442338e-05,4.105481310206884e-05,3.0421616508632996e-05,3.304912454716543e-05,3.9125236886271635e-05,4.0972703475864726e-05,5.115429712517772e-05,5.181117413481087e-05,5.965264343730601e-05,5.6901970959467345e-05,6.646774241224947e-05,0.00013724624020021613,9.376919312512524e-05,0.0001214811919690216,0.00012439608369926858,8.37928735413225e-05,8.949949256251006e-05,0.00011450187374167,0.00017895793031191804,0.00018528037152963674,0.00010801521327154298,0.00011388605154513918,0.00016155068955664084,0.00019201336087837606,0.00017846527255469327,0.00021738523537545435,0.0001626181146972945,0.0001370820209478079,0.00012891211314049606,0.00013613776024646028,0.00013535771879752065,0.00014007902230425904,0.00014410239398826157,0.00014553931244683376,0.00015042483520598046,0.00016869422703640128,0.00015350394618863505,0.0001492753004391223,0.0001478383819805501,0.00015711676974161718,0.0001541608231982683,0.00015962111334084372,0.00016286444357590732,0.00017021325512117728,0.00016762680189574692
