10000,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10015,10016,10017,10018,10019,10020,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042,10043,10044,10045,10046,10047,10048,10049,10050,10051,10052,10053,10054,10055,10056,10057,10058,10059,10060,10061,10062,10063,10064,10065,10066,10067,10068,10069,10070,10071,10072,10073,10074,10075,10076,10077,10078,10079,10080,10081,10082,10083,10084,10085,10086,10087,10088,10089,10090,10091,10092,10093,10094,10095,10096,10097,10098,10099,10100
170,171,169,170,170,171,171,172,167,168,168,169,169,170,168,169,169,170,170,171,167,168,168,169,169,170,168,169,169,170,170,171,168,169,169,170,170,171,169,170,170,171,171,172,168,169,169,170,170,171,169,170,170,171,171,172,169,170,170,171,171,172,170,171,171,172,172,173,168,169,169,170,170,171,169,170,170,171,171,172,168,169,169,170,170,171,169,170,170,171,171,172,169,170,170,171,171,172,170,171,171
5.805715048623483e-06,5.492832201525744e-06,5.38853791915983e-06,5.4580674408555295e-06,5.527596962551229e-06,5.492832201525744e-06,5.492832201525744e-06,5.527596962195958e-06,5.353773158489616e-06,5.353773158489616e-06,5.388537919515102e-06,5.423302680185315e-06,1.140284153251514e-05,5.875244569963911e-06,5.388537919515102e-06,5.388537919515102e-06,5.4580674408555295e-06,5.423302680185315e-06,5.423302680185315e-06,5.4580674408555295e-06,5.319008397819403e-06,5.319008397819403e-06,5.353773158489616e-06,5.38853791915983e-06,5.353773158489616e-06,5.423302680185315e-06,5.319008397819403e-06,5.353773158844888e-06,5.353773158489616e-06,1.060325203461332e-05,5.562361723221443e-06,5.4580674408555295e-06,5.319008397819403e-06,5.38853791915983e-06,5.38853791915983e-06,5.492832201881015e-06,5.388537919515102e-06,5.4580674408555295e-06,5.38853791915983e-06,5.38853791915983e-06,5.423302680185315e-06,5.423302680185315e-06,5.4580674408555295e-06,5.4580674408555295e-06,5.353773158489616e-06,5.38853791915983e-06,6.327186460097778e-06,9.56030921166473e-06,5.423302679830044e-06,5.423302680185315e-06,5.353773158489616e-06,5.423302680185315e-06,5.388537919515102e-06,5.423302680185315e-06,5.423302679830044e-06,5.423302680185315e-06,5.388537919515102e-06,5.423302680185315e-06,5.492832201525744e-06,5.423302679830044e-06,5.423302680185315e-06,5.4580674408555295e-06,5.38853791915983e-06,6.118597895365951e-06,9.421250168628604e-06,5.597126484246928e-06,5.4580674408555295e-06,5.527596962195958e-06,5.353773158489616e-06,5.353773158489616e-06,5.38853791915983e-06,5.38853791915983e-06,5.597126483891657e-06,5.4580674408555295e-06,5.353773158489616e-06,5.423302680185315e-06,5.423302680185315e-06,5.423302680185315e-06,5.423302680185315e-06,5.4580674408555295e-06,7.161540718669812e-06,5.423302679830044e-06,5.353773158489616e-06,5.423302679830044e-06,5.38853791915983e-06,5.423302680185315e-06,5.388537919515102e-06,5.423302680185315e-06,5.4580674408555295e-06,5.423302680185315e-06,5.423302680185315e-06,5.4580674408555295e-06,5.353773158489616e-06,5.38853791915983e-06,5.423302680185315e-06,5.4580674408555295e-06,5.4580674408555295e-06,5.492832201881015e-06,6.431480742463691e-06,9.595073972690216e-06,5.562361722866172e-06
