2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200
67,68,67,68,67,68,67,68,67,68,67,68,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,74,75,74,75,74,75,74,75,74
0.012273212083118778,0.011179860356909188,0.010902959037377258,0.01133230383288506,0.011219109771818125,0.010930631786951039,0.01094627592929669,0.011029780884665996,0.011216120002391961,0.014966472864713153,0.011185561777675445,0.01113939417537324,0.010894094023381484,0.011260097424765548,0.011959112469563849,0.011298095308286803,0.011142036297191283,0.011032283947441357,0.011061312522684118,0.010918359826398927,0.010833985752010732,0.01089120854823733,0.011154273492982014,0.011351980687479824,0.010875147228762216,0.011030337120838141,0.011333972541401494,0.010927502958481484,0.010926425250897154,0.011632949484021538,0.01101462344897044,0.01146072485916747,0.011120447380753263,0.011479150182375974,0.011125175388217912,0.010926564309940545,0.010929901726974122,0.0109309099050364,0.011026061055262914,0.011016014039400801,0.011237952272155382,0.011370301716405606,0.01263907642545945,0.011691736694483267,0.01131579057151839,0.011061208228401398,0.01190536614941351,0.011890139184196614,0.01135055533228808,0.012322230395803758,0.012024296396006662,0.0113215615218067,0.011999161473970333,0.011449565370960358,0.0113226739941517,0.012037333181295651,0.011198980975332517,0.011477133826251418,0.01160089637459194,0.011149615015039416,0.011106263358359314,0.012382999197629373,0.011664863534407743,0.011399156467845017,0.011118013847499242,0.011145721361832983,0.011232389910432516,0.011746769310781247,0.011897509313479304,0.01138379044358473,0.011681967796706516,0.01147150193500721,0.011163590448867921,0.011743953365159144,0.012185187708848844,0.011785010547629326,0.011497992682713232,0.011264164901776041,0.011498166506517294,0.011237361271221857,0.011382469382675708,0.012674779834770788,0.011323230230323134,0.01130355337572837,0.011536164390037129,0.011433260698159132,0.011938149318818602,0.01120645539889722,0.01118976831372862,0.01143047951729841,0.011394949931791132,0.011416990790119996,0.01148213995180214,0.011565297259564034,0.011538841276616552,0.011416504083469193,0.011333868247119483,0.011245809108088168,0.01129524459790332,0.011276819274696948,0.011484121543165315,0.011372700484899667,0.011967421247386766,0.011376594138104679,0.011419250499569955,0.011337866194607216,0.011350972509418966,0.012017830150503528,0.014039018576897887,0.012203334913971275,0.01162728282801595,0.01190887739025186,0.011464340394287831,0.011454953908879873,0.01173411493786176,0.0115659577900189,0.011384833386406968,0.011379827260856245,0.011383442795975895,0.011513602060298922,0.012124418907023937,0.011827632144331801,0.012222073120027233,0.011507865874771993,0.01142947133923542,0.01157079009176556,0.012528559250972649,0.011688434042210361,0.011560847370185456,0.011460759623928141,0.01171492478991638,0.011480540772807047,0.011721217211615453,0.011509986525179271,0.011569503795615787,0.012446236297469682,0.011545655169729229,0.011678491320630258,0.011549618352455581,0.012427150443807022,0.011560847370185456,0.01172896975326836,0.011512906765084097,0.011618243990214694,0.011763178277865905,0.011819740543637635,0.01161052621332459,0.01153612962527859,0.011560882134945416,0.011612160157081063,0.011554867831331705,0.011547497702049724,0.011606389206792755,0.01157819498580892,0.011558344307410096,0.011622241937703847,0.01165839728890461,0.012074079533428516,0.011995963115978725,0.012037576534621054,0.011899838552450604,0.012137699045638328,0.011694100698215948,0.011792867383562111,0.011958347644826972,0.011746074015566422,0.011663542473499433,0.011927546066785056,0.012486528655202278,0.011874495041850253,0.011667018949576401,0.012101821812524349,0.012016961031484641,0.012170795097890163,0.012026625634979382,0.012261913535867563,0.011658014876535106,0.011898969433431716,0.012099423044030288,0.012294766234795418,0.011895666781158809,0.011988871104782107,0.01255268599494599,0.012454649369576031,0.013752139771025896,0.01201452749823062,0.012813560759762765,0.01290033360264573,0.011928067538195818,0.013609326133783383,0.012311627143768078,0.013116570414631212,0.013243983262853476,0.01248086199919669,0.012140271637935029,0.012093373975655197,0.012546497867529639,0.013245060970436384,0.013337604763607657,0.012303526954509892,0.012093165387091176
