2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200
67,68,67,68,67,68,67,68,67,68,67,68,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,68,69,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,69,70,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,70,71,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,71,72,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,72,73,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,73,74,74,75,74,75,74,75,74,75,74
3.9631827277730736e-06,2.607357058082016e-06,2.6073570573714733e-06,2.5378275360310455e-06,2.5030627753608314e-06,2.4682980146906177e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.7116513400926577e-06,2.9202399048244844e-06,2.9202399048244844e-06,2.537827536741588e-06,2.5378275360310455e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.572592296701259e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5378275360310455e-06,2.5030627753608314e-06,2.5378275360310455e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5378275360310455e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.4682980139800748e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.4682980146906177e-06,2.572592296701259e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.676886578711901e-06,2.5378275360310455e-06,2.4682980146906177e-06,2.572592297411802e-06,2.572592296701259e-06,2.9202399048244844e-06,3.511240837639207e-06,3.372181794958351e-06,3.302652273617923e-06,3.337417034288137e-06,3.3026522729073805e-06,3.2678875122371664e-06,3.1635932302265244e-06,3.1983579908967386e-06,3.1983579908967386e-06,3.1635932302265244e-06,3.128828468845768e-06,3.2678875122371664e-06,3.372181794958351e-06,3.233122752277495e-06,3.05929894750534e-06,3.3721817942478083e-06,3.3026522729073805e-06,3.337417033577594e-06,3.1635932302265244e-06,3.2678875122371664e-06,2.781180861433086e-06,2.572592296701259e-06,2.537827536741588e-06,2.5378275360310455e-06,2.5030627753608314e-06,2.7116513400926577e-06,2.8159456221032996e-06,2.572592296701259e-06,2.5378275360310455e-06,2.572592296701259e-06,2.5030627753608314e-06,2.572592296701259e-06,2.537827536741588e-06,2.572592296701259e-06,2.537827536741588e-06,2.5378275360310455e-06,2.537827536741588e-06,2.5378275360310455e-06,2.537827536741588e-06,2.5378275360310455e-06,2.537827536741588e-06,2.572592296701259e-06,2.572592297411802e-06,2.572592297411802e-06,2.5378275360310455e-06,2.572592297411802e-06,2.5378275360310455e-06,2.537827536741588e-06,2.5378275360310455e-06,2.572592297411802e-06,2.5378275360310455e-06,2.572592297411802e-06,2.5378275360310455e-06,2.572592296701259e-06,2.5378275360310455e-06,2.572592296701259e-06,2.5378275360310455e-06,2.6073570573714733e-06,2.572592297411802e-06,2.6073570573714733e-06,2.6421218180416874e-06,2.572592296701259e-06,2.850710383484056e-06,2.850710383484056e-06,2.572592297411802e-06,2.6073570573714733e-06,2.572592296701259e-06,2.572592297411802e-06,2.5378275360310455e-06,2.572592296701259e-06,2.572592297411802e-06,2.6073570573714733e-06,2.572592297411802e-06,2.572592297411802e-06,2.5378275360310455e-06,2.607357058082016e-06,2.5378275360310455e-06,2.572592296701259e-06,2.572592297411802e-06,2.6073570573714733e-06,2.6421218180416874e-06,2.572592296701259e-06,2.572592297411802e-06,2.6073570573714733e-06,2.5378275360310455e-06,2.607357058082016e-06,2.572592296701259e-06,2.6073570573714733e-06,2.64212181875223e-06,2.607357058082016e-06,2.572592297411802e-06,2.6421218180416874e-06,2.6073570573714733e-06,2.64212181875223e-06,2.572592297411802e-06,2.6073570573714733e-06,2.572592296701259e-06,2.607357058082016e-06,2.572592296701259e-06,2.781180861433086e-06,2.607357058082016e-06,2.6073570573714733e-06,2.6421218180416874e-06,2.6073570573714733e-06,2.572592296701259e-06,2.607357058082016e-06,2.607357058082016e-06,2.6421218180416874e-06,2.572592296701259e-06,2.607357058082016e-06,2.572592296701259e-06,2.6073570573714733e-06,2.6073570573714733e-06,2.64212181875223e-06,2.6073570573714733e-06,2.6421218180416874e-06,2.64212181875223e-06,2.676886579422444e-06,2.64212181875223e-06,2.676886579422444e-06,2.6421218180416874e-06,2.6421218180416874e-06,2.6073570573714733e-06,2.64212181875223e-06,2.607357058082016e-06,2.64212181875223e-06,2.607357058082016e-06,2.676886579422444e-06,2.607357058082016e-06,2.64212181875223e-06,2.6073570573714733e-06,2.6421218180416874e-06,2.6073570573714733e-06,2.64212181875223e-06,2.607357058082016e-06,2.781180861433086e-06,2.6421218180416874e-06,2.676886579422444e-06,2.64212181875223e-06,2.64212181875223e-06,2.64212181875223e-06,2.64212181875223e-06,2.64212181875223e-06,2.64212181875223e-06,2.64212181875223e-06,2.676886579422444e-06,2.676886579422444e-06,2.676886579422444e-06,2.676886579422444e-06,2.676886579422444e-06,2.676886579422444e-06,2.676886579422444e-06,2.6421218180416874e-06,2.676886579422444e-06,2.6421218180416874e-06
