10000,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10015,10016,10017,10018,10019,10020,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042,10043,10044,10045,10046,10047,10048,10049,10050,10051,10052,10053,10054,10055,10056,10057,10058,10059,10060,10061,10062,10063,10064,10065,10066,10067,10068,10069,10070,10071,10072,10073,10074,10075,10076,10077,10078,10079,10080,10081,10082,10083,10084,10085,10086,10087,10088,10089,10090,10091,10092,10093,10094,10095,10096,10097,10098,10099,10100
70,71,72,73,74,75,71,72,73,74,75,69,70,71,72,73,74,70,71,72,73,74,75,71,70,71,72,73,74,75,71,72,73,74,75,76,72,71,72,73,74,75,76,72,73,74,75,76,70,71,67,68,69,70,71,72,68,69,70,71,72,73,69,68,69,70,71,72,73,69,70,71,72,73,74,70,69,70,71,72,73,74,70,71,72,73,74,68,69,70,71,72,73,69,70,71,72,73,74,70,69
2.746416100762872e-06,2.433533253665132e-06,2.433533253665132e-06,2.4335332540204035e-06,2.537827536386317e-06,2.5030627753608314e-06,2.3640037323247043e-06,2.433533253665132e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.32923897165449e-06,2.3640037323247043e-06,2.3987684929949184e-06,2.3987684929949184e-06,2.433533253665132e-06,2.5030627753608314e-06,2.32923897165449e-06,2.3987684933501894e-06,2.3987684933501894e-06,2.4335332540204035e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.3640037323247043e-06,2.3640037323247043e-06,2.6768865790671725e-06,2.4335332540204035e-06,2.4335332540204035e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.3987684933501894e-06,2.4335332540204035e-06,2.4335332540204035e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.572592296701259e-06,2.3987684929949184e-06,2.3987684929949184e-06,2.3987684929949184e-06,2.433533253665132e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.5030627753608314e-06,2.433533253665132e-06,2.4682980146906177e-06,2.4682980146906177e-06,2.5378275360310455e-06,2.572592296701259e-06,2.3640037323247043e-06,2.3640037323247043e-06,2.259709449958791e-06,2.294474210629005e-06,2.32923897165449e-06,2.329238971299219e-06,2.3987684929949184e-06,2.3987684929949184e-06,2.294474210629005e-06,2.294474210629005e-06,2.3987684929949184e-06,2.3987684929949184e-06,2.4335332540204035e-06,2.4335332540204035e-06,2.329238971299219e-06,2.294474210629005e-06,2.4335332540204035e-06,2.3640037323247043e-06,2.3640037323247043e-06,2.433533253665132e-06,2.433533253665132e-06,2.329238971299219e-06,2.3640037323247043e-06,2.3987684933501894e-06,2.4682980146906177e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.3640037323247043e-06,2.32923897165449e-06,2.781180861433086e-06,2.4682980146906177e-06,2.572592296701259e-06,2.746416100762872e-06,2.5030627753608314e-06,2.3640037323247043e-06,2.3987684933501894e-06,2.4335332540204035e-06,2.4682980146906177e-06,2.5030627753608314e-06,2.2944742109842765e-06,2.3987684929949184e-06,2.3640037323247043e-06,2.3987684929949184e-06,2.433533253665132e-06,2.433533253665132e-06,2.32923897165449e-06,2.3640037323247043e-06,2.3987684929949184e-06,2.4335332540204035e-06,2.4682980146906177e-06,2.4682980146906177e-06,2.3640037323247043e-06,2.32923897165449e-06
