10000,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10015,10016,10017,10018,10019,10020,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042,10043,10044,10045,10046,10047,10048,10049,10050,10051,10052,10053,10054,10055,10056,10057,10058,10059,10060,10061,10062,10063,10064,10065,10066,10067,10068,10069,10070,10071,10072,10073,10074,10075,10076,10077,10078,10079,10080,10081,10082,10083,10084,10085,10086,10087,10088,10089,10090,10091,10092,10093,10094,10095,10096,10097,10098,10099,10100
70,71,72,73,73,72,71,72,73,72,73,69,70,71,72,73,74,70,71,72,73,74,73,71,70,71,72,73,74,72,71,72,73,74,75,73,72,71,72,73,74,74,73,72,73,74,73,74,70,71,67,68,69,70,71,72,68,69,70,71,72,71,69,68,69,70,71,72,70,69,70,71,72,73,71,70,69,70,71,72,72,71,70,71,72,71,72,68,69,70,71,72,73,69,70,71,72,73,72,70,69
0.01633634349808588,0.015686242471690547,0.015688015474490412,0.01618390002211001,0.015682383583245495,0.015678768048125846,0.016058851177621136,0.015433780778980832,0.015932759390309314,0.016036288847881507,0.01623785493082508,0.015818800504506215,0.016211155594553616,0.01654082982093428,0.016195302863642524,0.015538144590811953,0.016134534061816908,0.016367075546606456,0.01704818673960773,0.017042554848362812,0.016243034880179863,0.016186889791536173,0.016317709586313355,0.016101055597195567,0.015649565649079024,0.01568544288219371,0.016488995562626486,0.0167015473099724,0.015556222266411623,0.015614835653070003,0.016332867022008913,0.01627035998214481,0.016570692750435257,0.015570058641198158,0.01551846773621648,0.015532025992916232,0.015602146515389137,0.016979387278044555,0.01819764878969963,0.01599314577976685,0.015912804417627057,0.01789578637193614,0.015578888890433972,0.015623109666132961,0.016493862629133816,0.01735880987708569,0.016962491604310515,0.0156480012348446,0.015955808426699747,0.01615883462959502,0.016650755994487555,0.01726431925731333,0.01602686759771288,0.016147675141388616,0.015617825422496168,0.01558222630746826,0.016135437945597887,0.01573446119487869,0.016300640088775253,0.01756145366761217,0.016357306648829707,0.015738493907127803,0.01566107278489426,0.015701434672147484,0.01600187173471923,0.01587007852664115,0.01632389771373042,0.015586050431152642,0.015544332718228304,0.015680089109034866,0.015922399491599747,0.015523021919877067,0.016476862661117052,0.017217873536925055,0.0176358502556603,0.0176358502556603,0.01835495933218283,0.01787058192037776,0.015588275375841931,0.01600267132421749,0.01561334076835621,0.015653563596567464,0.01572469229710194,0.015595019739431138,0.01683719940649624,0.0159612664941406,0.01563962292749892,0.015486936098197646,0.01573560843198436,0.01677618725134451,0.015820156330175906,0.016321533709998448,0.01805048955736126,0.017105757183442448,0.01676561876407092,0.01601483899048688,0.01615737450964332,0.01575104398576599,0.018506394630095714,0.018431163687790075,0.016252838542716575
